country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 United Kingdom,55.3781,-3.436,Genine123,Junior Suite with Twin Bed ,2023-10,10.0,3,"Such a fabulous place to stay. The staff can't do enough for you, always with such huge smiles. The room was really spacious and a good size for 3 people (they rolled in a 3rd bed). The breakfast was amazing, we met the owner of the hotel twice during breakfast and he was so lovely. He arranged for a chocolate cake to be put in our fridge for later in the day. The day we left, we had to leave before breakfast started, so the owner brought the chef out who asked us what we'd like and then made it for us early. The pools are fabulous too and the location is central and very close to restaurants, bars, shopping and the beach. I would definitely recommend.",Group,2023-11-03,Top service & great place
 Finland,61.9241,25.7482,Timo,Junior Suite with King Bed ,2023-10,10.0,3,"Room was very clean and spacious, breakfast selection was wide and the pool areas was clean with towels. Staff was great and helpful with all questions which came to mind with a great service attitude. We got also complimentary cake from chef which was nice! I recommend this place if you visit in Goa.",Couple,2023-11-01,Relaxing weekend in a great hotel
 India,20.5937,78.9629,Mary,Junior Suite with King Bed ,2023-10,9.0,5,"Location of this property is right on the main road parallel to candolim beach. Parking is limited but hotel staff helps in getting parking opposite on the road. Clean property, efficient staff, neat & good restaurant. 2 pools one for seniors and one for kids. Basic tea and coffee with kettle available in room. Room also has a locker & fridge.",Solo traveller,2023-10-30,"Great hotel, very good owners & staff who take care to check on guests."
 United Kingdom,55.3781,-3.436,James,Three-Bedroom Villa ,2023-10,10.0,7,"The location was central to Candolim, but the noise from the road couldn’t be heard at the property. Food in the restaurant was excellent and staff were very friendly and bent over backwards to help.",Family,2023-10-30,Great family holiday in Candolim.
 India,20.5937,78.9629,Anju,Two-Bedroom Villa with Garden View ,2023-10,10.0,4,"We stayed at the hotel for four nights with family. We had a lovely 3 bed villa. 
From the time we arrived until the time we left, every aspect of the experience whether it was friendly staff, spacious rooms, well maintained environs, clean swimming pools, wholesome delicious meals… everything was par excellence. Shelly the owner visited our table on two days during breakfast and even sent a complimentary cake to our room. The chef made the most amazing pork vindaloo and butter chicken.
Everywhere there were smiling staff who were more than willing to assist you.
Since we had a very early morning check out, they even packed a breakfast pack to eat on the way.
AnI cannot find a single fault with the place, on the contrary, it was one of our most memorable and happy experiences.
I thank each and every staff member for being so courteous and friendly. 
Hospitality at its best ❤️

And not to forget… LOCATION!Beach and the most happening places just a stone’s throw away!",Family,2023-10-26,Exceptional in every way !
 India,20.5937,78.9629,Sanjay,Junior Suite with King Bed ,2023-10,10.0,4,"Everything is great. Right from security, reception staff, room service to the owners themselves are there to serve you with smile. Rooms are big and spacious & kind of sound proof. The place is very nicely maintained and good value for money. Food is good - we had Goan, North Indian and Chinese and enjoyed all.  

Location is amazing as beach is 7 minutes walk and multiple shops & restaurants near the hotel.",Group,2023-10-25,Exceptional
 India,20.5937,78.9629,Arjun,Junior Suite with Twin Bed ,2023-10,10.0,4,"Wonderful hospitality by the seashell team.
Hats off to them.",Family,2023-10-24,Superb hospitality
 Australia,-25.2744,133.7751,Talei,Junior Suite with Twin Bed ,2023-10,9.0,3,"Perfect location, beautiful pool, food and staff amazing",Group,2023-10-23,"Beautiful stay with amazing pool, staff abd food!"
 United Arab Emirates,23.4241,53.8478,Matthew,Junior Suite with King Bed ,2023-10,10.0,5,"The hotel and facilities are excellent and the location is ideal for a relaxing time but with restaurants and bars very close by. What makes this place special though is the owner and his outstanding staff. From the reception staff to the chef and restaurant staff, the cleaning team and the pool staff, everyone is friendly, helpful and  create a excellent experience from the moment you arrive to the time you have to leave.",Couple,2023-10-18,Amazing homely service.
 Australia,-25.2744,133.7751,Adam,Junior Suite with King Bed ,2023-09,10.0,2,"3 pools! One with a pool side bar! This place is perfection. We went in a quiet season and we were pampered. Outstanding kitchen service, wonderful food (the piri piri local prawns and spiced grilled pomfret by the head chef are stand-out memories). The pool side snack menu is great. The service and cleanliness of the rooms was brilliant. And the owner who we jokingly referred to as Frank (because whilst chatting one morning he said 'look, call me frank, but in this situation...) even sent us a small cake to enjoy as an in room desert. Maybe it was because we sent to this resort at the end of the quiet season, but honestly, we had a magical time.",Family,2023-10-17,Perfection in a Goan Paradise
 United Kingdom,55.3781,-3.436,Philip,Junior Suite with Twin Bed ,2023-10,10.0,7,"Extremely helpful staff
Food was superb both breakfast and dinner and chef would change dishes to your liking",Couple,2023-10-12,The accommodation was all we needed
 Canada,56.1304,-106.3468,Neelam,Two-Bedroom Villa with Garden View ,2023-10,10.0,3,The hospitality was outstanding. Very spacious villas and so clean. I can't say enoughgoos Things about this place.,Family,2023-10-11,"The people and the facilities exceeded our expectations. So tranquil. As soon as you drive in, it's another world an"
 India,20.5937,78.9629,Jatinder,Two-Bedroom Villa with Garden View ,2023-10,10.0,4,"Clean property, excellent buffet, friendly staff",Family,2023-10-09,Exceptional
 United Kingdom,55.3781,-3.436,Rajesh,Junior Suite with King Bed ,2023-09,10.0,6,"We had a wonderful experience at Seashell Suite & Villa! Hopefully our review will highlight the many positive aspects of our stay, which can be helpful for future travelers considering this destination:
1) Spacious and Well-Equipped Room: Our room was with a balcony and a partial view of the beach, along with a separate sitting area, provided us with a comfortable and enjoyable stay.
2) Friendly and Helpful Staff: The courteous and helpful porter, as well as the attentive owner, who set a high standard for customer service, contributed to our positive impression of the resort.
3) Delicious Breakfast: The well-prepared and presented breakfast, with the option to request freshly made dishes, added to our overall satisfaction.
4) Dining Experience: Nitin, the chef, took good care of us during our meals, ensuring a delightful dining experience.
5) Clean Facilities: The well-maintained swimming pools, gym, and overall cleanliness of the resort facilities contributed to our enjoyment.
6) Helpful Reception Staff: The assistance we received from the reception staff, including directions to local markets, site-seeing routes, and insights into the local culture, enhanced our stay.
7) Convenient Location: The resort's location, which allowed for easy commuting to Panaji and Mapusa Markets and proximity to local beaches, made it a convenient choice.
Seashell Suite & Villa left a positive impression on us, and our review highlights the key factors that made our stay memorable. I hope our experience will help others when planning their trips to this resort.",Couple,2023-10-03,We thoroughly enjoyed my stay at Seashell Suite & Villa and will definitely come again!!
 United Kingdom,55.3781,-3.436,Adele,Junior Suite with King Bed ,2023-09,10.0,4,"Exceptional,
The standards of the accommodation staff and food are impeccable.
Well done to all the amazing team who treat everyone as an individual.",Couple,2023-10-01,A fantastic relaxing stay
 Australia,-25.2744,133.7751,Aman,Junior Suite with King Bed ,2023-09,10.0,4,When it’s Family run and it’s all about personal service. This is not a hotel it’s a home away from home which you share with people who treat their guest to the best experience. Amazing breakfast and super clean rooms.,Solo traveller,2023-09-26,Service A+ location A+ Staff A+++
 United Kingdom,55.3781,-3.436,Anhar,Junior Suite with King Bed ,2023-09,10.0,6,"The staff and the owners are wonderful 
So welcoming 
It’s the best place I have ever stayed to date just amazing",Couple,2023-09-26,Best place to date simply the best
 Australia,-25.2744,133.7751,Dasti,Junior Suite with King Bed ,2023-09,10.0,4,Very well maintained and very clean rooms.  Staff are excellent.,Couple,2023-09-25,Fantastic
 Netherlands,52.1326,5.2913,Naik,Junior Suite with King Bed ,2023-07,10.0,7,"Luxury, high quality service, genuine and authentic; very safe and clean property; spacious rooms; extensive breakfast buffet and an assortment of dining options; overall a great experience and a relaxing and rejuvenating stay.",Solo traveller,2023-09-24,"A little gem, excellent hospitality on walking distance of the beach"
 India,20.5937,78.9629,Mohit,Junior Suite with King Bed ,2023-09,10.0,3,The stay at the hotel was delightful. Never seen such courteous and happy staff... the hotel actually felt like home (if home could ever be so luxurious).... Strongly recommend the property to anyone visiting with family.,Family,2023-09-17,Exceptional
 India,20.5937,78.9629,Falguni,Junior Suite with King Bed ,2023-09,10.0,4,Excellent breakfast !,Couple,2023-09-16,Amazing hospitality!
 India,20.5937,78.9629,Vinod,Junior Suite with King Bed ,2023-09,10.0,3,"1) Outstanding location. Right in the middle of action and yet peaceful. 
2) personalised care. The owner and management interact with guests and ensure personalised care. Staff s equally up to the mark. 
Full marks on location and service.",Couple,2023-09-11,"Great location, great service. Go for it."
 India,20.5937,78.9629,Kmishra014,Junior Suite with King Bed ,2023-09,10.0,3,"Location 
Apartment 
Swimming pool",Couple,2023-09-10,The property was really amazing with a great location in Candolim.
 India,20.5937,78.9629,Pushpa,Junior Suite with King Bed ,2023-09,10.0,4,"All the staff of the property were so well trained. The kind of culture they have is just outstanding. Each one of them greet you every-time they see you. They attend to your needs immediately and tries to make things comfortable for you at no cost. They upgraded us from superior to 1br, they checked on my every day since I asked for a band aid. They provided us an extra bed free of charge since it was for my child. Wonderful experience. Would love to stay with them every time ill visit goa again.",Family,2023-09-08,Never seen such an honest hospitality towards guest in my entire life. Blindly book this property and experience the ine
