name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Yogesh,India,Deluxe Room Sea View with Sitout - King Bed,2023-06-01,10,2,"Stay was absolutely perfect meeting all requirement. Location, food was awesome, its is an amazing property, room size was okay.",Couple,2023-06-29,Superb Property full of excitement.,78.9629,20.5937
Rakdev,India,Deluxe Room Sea View - King Bed,2023-06-01,10,4,"Nothing to complain about. Service and facilities were par excellence as you would expect from a Taj Property. Guests of Aguada are able to use facilities at the Taj Holiday village, which was an added benefit. Shuttle is provided anytime guests want for such a trip. Gym and the pool appears to be better over at the Holiday village.",Couple,2023-06-28,Excellent,78.9629,20.5937
Mahima,India,Superior Room Garden View with Sitout - King Bed,2023-06-01,10,2,location is so amazing and staff is very nice,Couple,2023-06-19,Exceptional,78.9629,20.5937
Ankush,India,Superior Room Garden View with Sitout - King Bed,2023-06-01,9,1,"Sea touch beach access and fort view. large and green property lots of space to walk and jog. 
we enjoyed zip line and sunset view from bay view area.",Family,2023-06-16,lovely wonderful stay at one of the most beautiful property of north Goa.,78.9629,20.5937
Saurabh,India,Superior Room Garden View with Sitout - King Bed,2023-06-01,10,1,location was just too perfect. rooms were nice and cozy and overlooked the sea and the beach. pool was just too good and the staff were so warm in their service. food was just too good.,Family,2023-06-06,it’s an amazing and cozy resort which you will not feel like leaving …,78.9629,20.5937
Chandrashekhar,India,Aguada Cottage Sea View - Twin Bed,2023-05-01,10,1,location,Family,2023-06-04,excellent experience,78.9629,20.5937
Parminder,India,Superior Room Garden View with Sitout - Twin Bed,2023-06-01,10,3,Every member of this property if he is a junior or senior staff he knows how to give respect to tourists,Family,2023-06-02,Everyone in Goa are good humans,78.9629,20.5937
Rashmi,India,Hermitage Villa - Sea View - One Bedroom,2023-04-01,10,1,Everything,Family,2023-05-31,It's always pleasure to be in taj,78.9629,20.5937
Rajneesh,India,Aguada Cottage Garden View - King Bed,2023-05-01,10,2,"The location have a cliff bay View which is beyond words.. The hospitality is top standard, everyone from housekeeping to gardener to chef to driver to reception gives a feeling of care and ease.. Very rich experience, very Taj experience!",Family,2023-05-30,Exceptional,78.9629,20.5937
Victoria,Russia,Superior Room Garden View with Sitout - King Bed,2023-04-01,9,11,"property was great. staff is exceptional. we only had breakfasts - if you love meat, it’s not the choice for you - only one hot option containing meat or sometimes even egg instead of meat. Vegans would love.",Family,2023-05-24,", special thanks to Angali for kindness to our kid and general attitude, and thanks to Sanjeet at the pool. Great and ge",105.3188,61.524
Kritika,New Zealand,Deluxe Room Sea View - King Bed,2023-04-01,10,3,The hospitality by the staff is extraordinary. They greet you with the sweetest smile. The property is beyond beautiful and well maintained.When in Goa a must visit. The staff ensured our stay was a memorable one. I would recommend a 100%,Family,2023-05-24,Exceptional,174.8859,-40.9006
Ratta,India,Superior Room Garden View with Sitout - Twin Bed,2023-05-01,9,1,royal,Couple,2023-05-20,amazing royal experience provided by the super professional staff with a smile on their face,78.9629,20.5937
Varun,India,Aguada Cottage Garden View - King Bed,2023-05-01,10,3,Excellent hospitality,Family,2023-05-16,Exceptional,78.9629,20.5937
Sequeira,United Kingdom,Deluxe Room Sea View - Twin Bed,2023-04-01,10,3,"Reception Khushi very helpful. Staff at Restaurant, kitchen all very very helpful.",Family,2023-05-11,Exceptional,-0.1276,55.3781
Behra,India,Superior Room Garden View with Sitout - King Bed,2023-05-01,10,2,the hospitality was great. they upgraded us to sea facing family suite from garden view family room at no additional cost.,Family,2023-05-08,"awesome, must visit.",78.9629,20.5937
Parth,India,Hermitage Villa With Garden Sitout,2023-05-01,9,3,"location, service, view",Couple,2023-05-03,"worth, food be so much better",78.9629,20.5937
Dhirendra,India,Premium Suite Sea View with Terrace - King Bed,2023-04-01,9,3,View from window,Family,2023-05-01,"Great experience,  and   fantastic place to stay with family",78.9629,20.5937
Thyagarajan,India,Deluxe Room Sea View - King Bed,2023-04-01,10,3,"The views, activities and the staff",Family,2023-04-29,A vacation to cherish!,78.9629,20.5937
Manish,United States,Deluxe Room Sea View with Sitout - King Bed,2023-04-01,10,3,"Everything. This was an amazing property and more than the property, we enjoyed people there. The staff was truly amazing and everyone at resort went above and beyond to provide outstanding service. I wish I could have noted down everyone’s names, of those I could, shout-out to Anjali, Abhishek, Vincent, Abigail and Passang. I don’t know how they do it, but they do make the stay magical. Many many thanks to the entire team for the experience.",Family,2023-04-28,Excellent place and even better people,-95.7129,37.0902
Supriya,Kuwait,Aguada Cottage Garden View - King Bed,2023-04-01,9,3,"location, staff and comfort.",Family,2023-04-28,beautiful stag we r taking memories back home.,47.4818,29.3117
Rachel,United Kingdom,Deluxe Room Sea View with Sitout - King Bed,2023-03-01,8,3,The location and view were lovely and the hotel obviously has a lot of heritage which was nice to be immersed in.  The staff were also very warm and helpful.,Solo traveller,2023-04-25,"Nice place, great location and view.",-0.1276,55.3781
Jean-carlos,France,Superior Room Garden View with Sitout - King Bed,2023-04-01,9,4,"The advantage is that the Taj fort aguada is twinned with the Taj holiday resort which has a magnificent park in which we enjoyed walking and a beautiful swimming pool. The pool staff was very welcoming and helpful, especially Ram, whom I thank. The breakfast is very varied and abundant with excellent dishes.",Couple,2023-04-23,Superb,2.2137,46.6034
Garima,United Arab Emirates,Premium Suite Sea View with Terrace - King Bed,2023-04-01,9,2,"Simply superb hospitality,  amazing view ,extremely courteous staff",Family,2023-04-23,Superb,55.2962,23.4241
Nikhil,Canada,Aguada Cottage Sea View - King Bed,2023-04-01,10,1,"The location of the property is phenomenal and all the buffets were great. The option to explore the other Taj property was also great. Between the two properties there's 5 or 6 restaurants to choose from which is great. The buffets were a tad bit better in the Fort Aguada property though.

All the staff in the hotel is awesome especially the front desk. Shoutout to Shubham who ensured a seamless check in and check out.",Family,2023-04-20,Exceptional,-106.3468,56.1304
Devyani,United States,Aguada Cottage Garden View - King Bed,2023-04-01,9,4,"Beautiful property on a historic site. We initially were staying in a cottage but had a few issues. They (a big thanks to Rakesh!) upgraded us to a spectacular one-bedroom villa for the last two nights. We had amazing breakfast at the Heritage lounge for the last two days and Jean took great care of us. 
Separate pool for the Heritage villas was quiet and lovely! Management and staff are incredible. I will always stay here and other Taj properties when visiting India!",Family,2023-04-17,Stunning views and the best staff!,-95.7129,37.0902
Nitish,India,Superior Room Garden View with Sitout - King Bed,2023-04-01,10,4,The space and ambience was brilliant.,Couple,2023-04-16,Exceptional,78.9629,20.5937
Chaitali,India,Aguada Cottage Garden View - King Bed,2023-04-01,10,3,"EVERYTHING! Literally, Everything!",Family,2023-04-15,Extremely comfortable!,78.9629,20.5937
Rishi,India,Deluxe Room Sea View - King Bed,2023-04-01,10,4,everything,Family,2023-04-11,we went to Taj Aguada during Easter break and thoroughly enjoyed. They kept small gifts inside the room everyday and mad,78.9629,20.5937
Santosh,India,Deluxe Room Sea View - King Bed,2023-04-01,10,1,The room had an exceptional view of the sea and a big balcony. The chef went out of his way to ensure that my children's food allergy concerns were addressed and prepared special dessert for them too.,Family,2023-04-09,Lived up to the quality Taj is known for,78.9629,20.5937
Sripad,India,Aguada Cottage Sea View - Twin Bed,2023-04-01,10,2,"Everything! Great location, great access to the beach, great food and top it all, great staff!",Family,2023-04-09,Great place to stay,78.9629,20.5937
Surajit,Canada,Deluxe Room Sea View with Sitout - Twin Bed,2023-04-01,10,5,Amazing stay. The food is awesome. Having two taj resorts close to each other enhanced the experience even more. Great service to move from one property to other. It felt luxerious. Had a great experience enjoying different food everyday thrice without seeing any repeat of any one item. Special shout out to Abigail for taking care of us right from checkin till checkout. Overall it was great time spent.,Family,2023-04-08,Wonderful stay with amazing food choices,-106.3468,56.1304
Naveen,India,Superior Room Garden View with Sitout - King Bed,2023-04-01,8,3,location,Family,2023-04-08,Very good,78.9629,20.5937
Laxmi,United States,Superior Room Garden View with Sitout - King Bed,2023-04-01,10,2,Amazingly good,Family,2023-04-08,Taj Fort Aguada is great place to stay/relax,-95.7129,37.0902
Nicolas,United Kingdom,Superior Room Garden View with Sitout - King Bed,2023-03-01,9,4,we were given a room with a defective bathroom but moved to a better one where we complained,Couple,2023-04-05,pleasant staff. good accommodation and facilities,-0.1276,55.3781
Sudeep,Bangladesh,Aguada Cottage Sea View - King Bed,2023-04-01,10,3,In fact everything !!,Family,2023-04-03,Exceptional,90.3563,23.685
Karthik,India,Superior Room Garden View with Sitout - King Bed,2023-03-01,10,2,staffs,Family,2023-03-28,Exceptional,78.9629,20.5937
Shital,India,Deluxe Room Sea View with Sitout - Twin Bed,2023-03-01,10,1,"Wonderful place. The service is exceptional. 
we definitely had a pleasant stay :)",Family,2023-03-28,Blissful stay!,78.9629,20.5937
Hemant,India,Aguada Cottage Garden View - King Bed,2023-03-01,10,3,"No words to express my love for stay at this hotel. Everything was joust outstanding, be it room, staff, food, location, view, etc etc.",Couple,2023-03-25,amazing ! will be back again,78.9629,20.5937
Vivek,India,Deluxe Room Sea View - King Bed,2023-03-01,10,3,everything,Family,2023-03-24,memorable,78.9629,20.5937
Mark,Ireland,Deluxe Room Sea View - King Bed,2023-03-01,10,2,"location was great,staff are great,",Solo traveller,2023-03-18,overall very happy super location,-8.2439,53.4129
Danish,Qatar,Deluxe Room Sea View - King Bed,2023-02-01,9,5,The breakfast was good. The staff was excellent. The room was spacious. The swimming pool & its staff was superb.,Family,2023-03-15,Superb,51.1839,25.3548
Suvo,India,Deluxe Room Sea View with Sitout - King Bed,2023-03-01,8,2,location and landscape,Group,2023-03-15,there was a boy in reception namely Rakesh. he is just superb in terms of behaviour and support,78.9629,20.5937
Agamdeep,India,Superior Room Garden View with Sitout - King Bed,2023-03-01,9,1,"the property location is very nice, staff are very friendly and made sure that our stay was comfortable. the sunset point was amazing",Family,2023-03-13,Superb,78.9629,20.5937
Therese,United Kingdom,Deluxe Room Sea View with Sitout - King Bed,2023-02-01,10,7,"From the first email after booking to the last good bye everything went well .The location was so restful and peaceful  more than what I expected .As I was a solo traveller the staff took special interest to make sure my stay was comfortable and safe.
The food was amazing tasty and variety was excellent. Walking on the beach was my favourite pastime.
I came to Goa for the Sun ,Sea, and sand with the added bonus of safety. I found it all here.
Will certainly visit Taj  Aguada Resort and Spa again.",Solo traveller,2023-03-13,Exceptional,-0.1276,55.3781
Mark,Ireland,Superior Room Garden View with Sitout - King Bed,2023-03-01,10,1,"the location of the property was fantastic,right on beach very close to town and great beach shacks,very secure Hotle lobby fantastic.",Solo traveller,2023-03-13,"nice hotel good staff,great location",-8.2439,53.4129
